event_id,domain,signer_id,hdr,nonce,ct,tag,action_id
E0014079,E-health,S0115,plan=PLAN_A|status=364f0a884a0d5051|t=3|p=P_GENERAL_READ,06b747362f9b34bf908b1103464c40da,7d48fd11bb,ea1cf57269bd84fae7a4680e23c70d5454fdfbebaad0955155d379451875330c,
E0032928,E-health,S0154,plan=PLAN_A|status=4d3d07adfab137ae|t=6|p=P_GENERAL_READ,a1eb6c36448ab773d609ccee2b861134,6fb0ced65e,0d16469578db2c01665c9ac96a06803cb7a1f2ea5cbfe975a55a3fa1f6900a57,
E0031690,E-health,S0167,plan=PLAN_A|status=161521aa60689725|t=4|p=P_ICU_OVERRIDE,edff27a67a286460e318a85e78602a10,7827224960,bb68b1acc649e94c3d986d838b7f96c310a0867f5ab1d9d01cb8aadf2fca1628,
E0032558,E-health,S0135,plan=PLAN_A|status=161521aa60689725|t=4|p=P_GENERAL_READ,daf322ed3424b44f4230b609a393b3dc,8695489d91,0fe830f69cf801f6436e879d6833e1c54927d9c9d45e2bd5994ebcb2739cc0d5,
E0012445,E-health,S0125,plan=PLAN_B|status=e40524e3d72c2a8b|t=8|p=P_GENERAL_READ,a4f4c930f7a4effb23b04fecec982299,d92909cfe2,5534162476f4da1aafbca83d29504bf1aaba17b82fdb884ab65fb557ed7015e4,
E0032542,E-health,S0104,plan=PLAN_A|status=d7f0fa9f535d2587|t=7|p=P_MED_ADMIN,43e0b3b2fc0eff86c73cfc4d3493d142,a7580354f0,18a9cdba3c6d72bf3d14bb7a2d45af64c3d82c3cf8e7d9b8141b2b3d668f6472,
E0016473,E-health,S0021,plan=PLAN_C|status=547549b1c17e8eca|t=10|p=P_GENERAL_READ,abddd73dff90c4fbdb5d2db42a196bf5,2e386802ac,346bc239e72ef6c63e82822e78f23f605032e15842f1568f7e742350ae717807,
E0041763,E-health,S0060,plan=PLAN_C|status=161521aa60689725|t=4|p=P_MED_ADMIN,bc3a8ff55c9e319e1c4f8e903971f9b8,2b9b4f9d39,ad848e199edea0a0c989e7da1c927f0d690824d105926d86b46deac45dde5fce,
E0011680,E-health,S0051,plan=PLAN_C|status=c5e9635ef32d2cd5|t=11|p=P_ICU_OVERRIDE,e5d96f2b52dc6e4c1c7cb8cd4fe78493,5872b9bc93,cca85ef4d2c2c4618d38e9a80405ae534f1f3403573005c846bd0ddeb4921a2d,
E0044134,E-health,S0163,plan=PLAN_B|status=c5e9635ef32d2cd5|t=11|p=P_GENERAL_READ,031b892c407a9029d64547c5afa643a2,b872e323dd,f549c9d7bff0dceb65408275a7bca97a470cdd91d330a2a12e514de17b7beb57,
E0044589,E-health,S0128,plan=PLAN_B|status=1b52383b6d7340e6|t=9|p=P_GENERAL_READ,8ab04df2066f0067afac76aaca758214,321486615c,f56d267b446df2e77ff569329c19a3a7ff30852e3581b82e4b7a09d1cbc4f800,
E0031682,E-health,S0124,plan=PLAN_B|status=c5e9635ef32d2cd5|t=11|p=P_GENERAL_READ,7847fc01d553333f1630bd20c3d6113a,1a365cca41,973a6ab3fbe3ba0caebc5ffdcf07fb47cff511406db51655f22743d67b52742b,
E0017220,E-health,S0063,plan=PLAN_A|status=d7f0fa9f535d2587|t=7|p=P_GENERAL_READ,e7fec1cc92f236248ea0379d8ca5a071,8770bd59f0,9f59602f43e314e1d33433fa1ca073071fecc2c4870ad56436b61292b971b090,
E0009844,E-health,S0113,plan=PLAN_A|status=d7f0fa9f535d2587|t=7|p=P_MED_ADMIN,b01ca00a72f792163d5664393228429f,a8d05e8e5e,e14d9e072737908aac845cff29d7976fe1e5c7b9ea19451d4657f1c8395d8e6e,
E0032418,E-health,S0043,plan=PLAN_A|status=4d3d07adfab137ae|t=6|p=P_GENERAL_READ,dbae8194e2daecd275bea1894d6b2bc4,5cd423d1e7,fe28365fb5b53f530bfc79959e5cfc3b182b7cfcabcee3d0146bee210def3ad4,
E0032839,E-health,S0152,plan=PLAN_A|status=547549b1c17e8eca|t=10|p=P_GENERAL_READ,5889d01963a5a2e45b45860d2fb5741b,b2b01a6e8e,efe8ad9916ddaeb27461b516e5047dfe74816ef28a95963e8bb5069dcdb1ce19,
E0010428,E-health,S0185,plan=PLAN_C|status=7204db50ab1c8bc4|t=2|p=P_GENERAL_READ,0570f791525f01fc02c5dcee3c1fc981,897bf49e8e,1f17a4176e0782a02f58ac1381d365e321c844ceed98b791d2d7b9079a5e8fa1,
E0027659,E-health,S0110,plan=PLAN_B|status=c5e9635ef32d2cd5|t=11|p=P_GENERAL_READ,fe5de714a72a2bc2012b1f41b639b049,e4d28b91b3,bf6ad9a8c9fcccbff010308ddd66b62e51b9ca92703e0a76e88cb3443d385709,
E0004375,E-health,S0029,plan=PLAN_A|status=e40524e3d72c2a8b|t=8|p=P_MED_ADMIN,bd423b7dbad5e21336b2c0ef855ebd07,0eb83dfd63,e0a2169b8bfba7decb89b9fd3f987c33841058816cf38a6294671c93fe717988,
E0009253,E-health,S0030,plan=PLAN_A|status=31b419a7264af899|t=1|p=P_GENERAL_READ,c4fb0105c0efd657485e52d083cdfe6f,730fe7e94d,108d4d872f2c2d5e83859417014dac1865d07d908febe4de263ff4077f7e61e3,
E0031869,E-health,S0112,plan=PLAN_A|status=1b52383b6d7340e6|t=9|p=P_DISCHARGE_SUMMARY,5e3dcf77f1084dfd0f0ea7533e459a8d,a123bf5588,ea416063de50e9438a73dd8563b684b0de5a26ffcabdbe9488601ed2aa59d7e7,
E0000701,E-health,S0051,plan=PLAN_A|status=161521aa60689725|t=4|p=P_LAB_RESULT,92403187631b6ddf67bbf2cc41f95b47,5c304bab17,721d3097b430b27e8dea81c13d1d04a01f2cb195199b4bdd1494a83ec80a2a11,
E0012981,E-health,S0053,plan=PLAN_A|status=1b52383b6d7340e6|t=9|p=P_GENERAL_READ,4845703abd20816390168c1cc299bb54,7c7318d906,9b6f7b35edcaaffa7b135d7f642b2a8662a9124594bc7558a0ed63b4d3df3b96,
E0002989,E-health,S0022,plan=PLAN_B|status=e40524e3d72c2a8b|t=8|p=P_GENERAL_READ,47b987a767da6b2bcd79ed9abe1d421c,25453223c6,692c59d1a7b9e403d9e0db1b531adb70609dc30ce12d7530811a0ea136cf7c02,
E0037697,E-health,S0163,plan=PLAN_A|status=e40524e3d72c2a8b|t=8|p=P_LAB_RESULT,ddfd8329b70a4ae2d267147202d07ebe,3be45839cd,58c0d6f18e79805e796ca8c569dd3bdb61bf0bb4827932637ff64d05e4b2c8d6,
E0001481,E-health,S0090,plan=PLAN_A|status=364f0a884a0d5051|t=3|p=P_MED_ADMIN,a7354a3517250ba2d9378c88abc6648c,f0e080efc3,e886d63cbcb77880a2db149e27e06914c948c11bc6834b120fe5e7c6ca0a8866,
E0033008,E-health,S0090,plan=PLAN_A|status=c5e9635ef32d2cd5|t=11|p=P_ICU_OVERRIDE,68fc127a6022d8f2794fb74324ac3c9d,d64927957b,68c7d42e8a11af3e6e071149860b76f7835a11a799a8b96bd625b32917112796,
E0043961,E-health,S0143,plan=PLAN_C|status=364f0a884a0d5051|t=3|p=P_GENERAL_READ,2cfaa1c17defee7c8996e1c3a2380997,8c2b56f174,9bb02d70c99b0121917d80cac59364ad854085c2c8d7f0a8a5779b1406000303,
E0042064,E-health,S0170,plan=PLAN_A|status=547549b1c17e8eca|t=10|p=P_MED_ADMIN,e51251ef3a58f5b19670d4ba024275ee,d294778bb2,2f0725e789b756b44f6208b6b4ce54cce5377934334622bf1821814a8fd43977,
E0011272,E-health,S0193,plan=PLAN_A|status=364f0a884a0d5051|t=3|p=P_ICU_OVERRIDE,6f49f71fe73ef0841c23592f04e32b18,0d5c6611b3,9a355451093756358e635760f5c9bc8f29632ccdc7dffbf1bc39294337661518,
E0030647,E-health,S0087,plan=PLAN_B|status=7204db50ab1c8bc4|t=2|p=P_DISCHARGE_SUMMARY,a6d0c7edc6caabfcb2a6e701d6678196,dbbe9d554d,387c86964d50bf8064e0ebc9de9373cbab05b12fc89721298212de0b4f305e6e,
E0005746,E-health,S0023,plan=PLAN_B|status=9df43385773514bd|t=5|p=P_DISCHARGE_SUMMARY,d63eed86a77f667b4a04fc97e3b826e1,cc0c96141e,3fe9ce2c24b1170f535685fc9b9fe5571846c25be435e031d7196e86fcfa3e43,
E0003690,E-health,S0094,plan=PLAN_B|status=7204db50ab1c8bc4|t=2|p=P_MED_ADMIN,115fb23fe1d81c483d983db5fdb4f2b9,1588556a6e,df8a3d40be337f6ebffa7a816435307e92002aadc4eef2d0f32e3e5665ae3a8e,
E0012451,E-health,S0016,plan=PLAN_A|status=c5e9635ef32d2cd5|t=11|p=P_GENERAL_READ,927803f5e09cee55e3e909a7805227a5,e5229f71ae,df134d91847df3c538584f87f539c8aa842a2b6f110caf99a9748f2cc2883078,
E0025277,E-health,S0036,plan=PLAN_B|status=364f0a884a0d5051|t=3|p=P_ICU_OVERRIDE,a2346d55a6c4622d070549fd53fc35cc,cd03cc3741,0abe3370c7073cdeb9c7f54eda50171220b2ed97b65af56a4b7ce84e9adaf146,
