domain,transcript_id,opened_signer,auditor_id,header,seed
E-health,E0000778,S0121,auditor,E0000778|5|9df43385773514bd|PLAN_A,0
E-health,E0000782,S0218,auditor,E0000782|3|364f0a884a0d5051|PLAN_A,0
E-health,E0000793,S0204,auditor,E0000793|10|547549b1c17e8eca|PLAN_B,0
E-health,E0000806,S0191,auditor,E0000806|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0000814,S0032,auditor,E0000814|2|7204db50ab1c8bc4|PLAN_C,0
E-health,E0000834,S0066,auditor,E0000834|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0000837,S0051,auditor,E0000837|12|ebd40da46d8f3629|PLAN_B,0
E-health,E0000845,S0021,auditor,E0000845|12|ebd40da46d8f3629|PLAN_C,0
E-health,E0000851,S0116,auditor,E0000851|5|9df43385773514bd|PLAN_A,0
E-health,E0000856,S0047,auditor,E0000856|5|9df43385773514bd|PLAN_A,0
E-health,E0000874,S0204,auditor,E0000874|1|31b419a7264af899|PLAN_B,0
E-health,E0000892,S0190,auditor,E0000892|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0000920,S0081,auditor,E0000920|12|ebd40da46d8f3629|PLAN_B,0
E-health,E0000922,S0168,auditor,E0000922|4|161521aa60689725|PLAN_A,0
E-health,E0000925,S0168,auditor,E0000925|3|364f0a884a0d5051|PLAN_B,0
E-health,E0000936,S0044,auditor,E0000936|12|ebd40da46d8f3629|PLAN_B,0
E-health,E0000943,S0151,auditor,E0000943|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0000950,S0149,auditor,E0000950|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0000958,S0031,auditor,E0000958|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0000988,S0119,auditor,E0000988|4|161521aa60689725|PLAN_A,0
E-health,E0000994,S0017,auditor,E0000994|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0000997,S0083,auditor,E0000997|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0001001,S0201,auditor,E0001001|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0001009,S0131,auditor,E0001009|7|d7f0fa9f535d2587|PLAN_C,0
E-health,E0001011,S0190,auditor,E0001011|1|31b419a7264af899|PLAN_A,0
E-health,E0001015,S0138,auditor,E0001015|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0001018,S0071,auditor,E0001018|10|547549b1c17e8eca|PLAN_B,0
E-health,E0001023,S0067,auditor,E0001023|1|31b419a7264af899|PLAN_A,0
E-health,E0001041,S0015,auditor,E0001041|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0001043,S0189,auditor,E0001043|2|7204db50ab1c8bc4|PLAN_C,0
E-health,E0001061,S0041,auditor,E0001061|5|9df43385773514bd|PLAN_C,0
E-health,E0001095,S0176,auditor,E0001095|10|547549b1c17e8eca|PLAN_B,0
E-health,E0001103,S0059,auditor,E0001103|3|364f0a884a0d5051|PLAN_B,0
E-health,E0001107,S0121,auditor,E0001107|10|547549b1c17e8eca|PLAN_B,0
E-health,E0001110,S0041,auditor,E0001110|1|31b419a7264af899|PLAN_A,0
E-health,E0001116,S0030,auditor,E0001116|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0001136,S0124,auditor,E0001136|1|31b419a7264af899|PLAN_C,0
E-health,E0001138,S0156,auditor,E0001138|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0001141,S0152,auditor,E0001141|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0001149,S0029,auditor,E0001149|12|ebd40da46d8f3629|PLAN_B,0
E-health,E0001160,S0082,auditor,E0001160|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0001182,S0111,auditor,E0001182|10|547549b1c17e8eca|PLAN_B,0
E-health,E0001191,S0125,auditor,E0001191|3|364f0a884a0d5051|PLAN_C,0
E-health,E0001215,S0102,auditor,E0001215|4|161521aa60689725|PLAN_B,0
E-health,E0001221,S0205,auditor,E0001221|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0001232,S0030,auditor,E0001232|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0001240,S0200,auditor,E0001240|3|364f0a884a0d5051|PLAN_A,0
E-health,E0001247,S0175,auditor,E0001247|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0001249,S0159,auditor,E0001249|1|31b419a7264af899|PLAN_B,0
E-health,E0001250,S0178,auditor,E0001250|3|364f0a884a0d5051|PLAN_C,0
E-health,E0001256,S0213,auditor,E0001256|4|161521aa60689725|PLAN_A,0
E-health,E0001272,S0139,auditor,E0001272|1|31b419a7264af899|PLAN_C,0
E-health,E0001274,S0185,auditor,E0001274|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0001292,S0035,auditor,E0001292|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0001295,S0167,auditor,E0001295|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0001306,S0149,auditor,E0001306|1|31b419a7264af899|PLAN_B,0
E-health,E0001309,S0013,auditor,E0001309|4|161521aa60689725|PLAN_B,0
E-health,E0001320,S0148,auditor,E0001320|10|547549b1c17e8eca|PLAN_A,0
E-health,E0001321,S0062,auditor,E0001321|10|547549b1c17e8eca|PLAN_C,0
E-health,E0001323,S0110,auditor,E0001323|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0001328,S0181,auditor,E0001328|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0001329,S0169,auditor,E0001329|10|547549b1c17e8eca|PLAN_A,0
E-health,E0001332,S0113,auditor,E0001332|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0001345,S0160,auditor,E0001345|5|9df43385773514bd|PLAN_A,0
E-health,E0001350,S0001,auditor,E0001350|1|31b419a7264af899|PLAN_B,0
E-health,E0001352,S0078,auditor,E0001352|2|7204db50ab1c8bc4|PLAN_C,0
E-health,E0001369,S0196,auditor,E0001369|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0001373,S0007,auditor,E0001373|10|547549b1c17e8eca|PLAN_A,0
E-health,E0001380,S0149,auditor,E0001380|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0001397,S0003,auditor,E0001397|12|ebd40da46d8f3629|PLAN_B,0
E-health,E0001432,S0161,auditor,E0001432|1|31b419a7264af899|PLAN_B,0
E-health,E0001435,S0151,auditor,E0001435|10|547549b1c17e8eca|PLAN_B,0
E-health,E0001438,S0043,auditor,E0001438|7|d7f0fa9f535d2587|PLAN_C,0
E-health,E0001442,S0197,auditor,E0001442|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0001447,S0151,auditor,E0001447|6|4d3d07adfab137ae|PLAN_C,0
E-health,E0001461,S0196,auditor,E0001461|4|161521aa60689725|PLAN_A,0
E-health,E0001464,S0118,auditor,E0001464|1|31b419a7264af899|PLAN_B,0
E-health,E0001478,S0148,auditor,E0001478|3|364f0a884a0d5051|PLAN_A,0
E-health,E0001488,S0108,auditor,E0001488|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0001501,S0176,auditor,E0001501|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0001503,S0114,auditor,E0001503|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0001504,S0088,auditor,E0001504|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0001505,S0076,auditor,E0001505|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0001508,S0019,auditor,E0001508|10|547549b1c17e8eca|PLAN_A,0
E-health,E0001523,S0054,auditor,E0001523|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0001527,S0159,auditor,E0001527|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0001528,S0042,auditor,E0001528|4|161521aa60689725|PLAN_A,0
E-health,E0001544,S0077,auditor,E0001544|3|364f0a884a0d5051|PLAN_A,0
E-health,E0001556,S0133,auditor,E0001556|6|4d3d07adfab137ae|PLAN_C,0
E-health,E0001563,S0126,auditor,E0001563|5|9df43385773514bd|PLAN_C,0
E-health,E0001581,S0096,auditor,E0001581|11|c5e9635ef32d2cd5|PLAN_C,0
E-health,E0001608,S0216,auditor,E0001608|6|4d3d07adfab137ae|PLAN_C,0
E-health,E0001617,S0186,auditor,E0001617|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0001622,S0055,auditor,E0001622|4|161521aa60689725|PLAN_A,0
E-health,E0001663,S0127,auditor,E0001663|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0001666,S0041,auditor,E0001666|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0001677,S0062,auditor,E0001677|5|9df43385773514bd|PLAN_A,0
E-health,E0001679,S0021,auditor,E0001679|10|547549b1c17e8eca|PLAN_B,0
E-health,E0001684,S0146,auditor,E0001684|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0001687,S0210,auditor,E0001687|3|364f0a884a0d5051|PLAN_C,0
E-health,E0001707,S0137,auditor,E0001707|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0001714,S0015,auditor,E0001714|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0001727,S0145,auditor,E0001727|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0001773,S0024,auditor,E0001773|5|9df43385773514bd|PLAN_B,0
E-health,E0001777,S0040,auditor,E0001777|10|547549b1c17e8eca|PLAN_C,0
E-health,E0001789,S0005,auditor,E0001789|12|ebd40da46d8f3629|PLAN_A,0
E-health,E0001801,S0183,auditor,E0001801|8|e40524e3d72c2a8b|PLAN_C,0
E-health,E0001803,S0109,auditor,E0001803|12|ebd40da46d8f3629|PLAN_A,0
E-health,E0001806,S0072,auditor,E0001806|3|364f0a884a0d5051|PLAN_A,0
E-health,E0001807,S0121,auditor,E0001807|4|161521aa60689725|PLAN_B,0
E-health,E0001809,S0012,auditor,E0001809|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0001814,S0188,auditor,E0001814|5|9df43385773514bd|PLAN_B,0
E-health,E0001816,S0084,auditor,E0001816|4|161521aa60689725|PLAN_A,0
E-health,E0001819,S0045,auditor,E0001819|10|547549b1c17e8eca|PLAN_C,0
E-health,E0001822,S0140,auditor,E0001822|1|31b419a7264af899|PLAN_B,0
E-health,E0001826,S0056,auditor,E0001826|3|364f0a884a0d5051|PLAN_A,0
E-health,E0001833,S0159,auditor,E0001833|10|547549b1c17e8eca|PLAN_A,0
E-health,E0001835,S0054,auditor,E0001835|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0001840,S0019,auditor,E0001840|1|31b419a7264af899|PLAN_B,0
E-health,E0001843,S0001,auditor,E0001843|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0001871,S0060,auditor,E0001871|3|364f0a884a0d5051|PLAN_A,0
E-health,E0001872,S0160,auditor,E0001872|11|c5e9635ef32d2cd5|PLAN_C,0
E-health,E0001881,S0189,auditor,E0001881|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0001902,S0055,auditor,E0001902|3|364f0a884a0d5051|PLAN_B,0
E-health,E0001916,S0205,auditor,E0001916|5|9df43385773514bd|PLAN_C,0
E-health,E0001921,S0069,auditor,E0001921|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0001928,S0206,auditor,E0001928|3|364f0a884a0d5051|PLAN_A,0
E-health,E0001936,S0151,auditor,E0001936|6|4d3d07adfab137ae|PLAN_C,0
E-health,E0001946,S0191,auditor,E0001946|10|547549b1c17e8eca|PLAN_B,0
E-health,E0001947,S0145,auditor,E0001947|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0001965,S0052,auditor,E0001965|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0001967,S0052,auditor,E0001967|8|e40524e3d72c2a8b|PLAN_B,0
E-health,E0001978,S0062,auditor,E0001978|3|364f0a884a0d5051|PLAN_B,0
E-health,E0001992,S0023,auditor,E0001992|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0001996,S0007,auditor,E0001996|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0001999,S0013,auditor,E0001999|12|ebd40da46d8f3629|PLAN_C,0
E-health,E0002002,S0013,auditor,E0002002|12|ebd40da46d8f3629|PLAN_B,0
E-health,E0002005,S0204,auditor,E0002005|3|364f0a884a0d5051|PLAN_A,0
E-health,E0002012,S0170,auditor,E0002012|4|161521aa60689725|PLAN_A,0
E-health,E0002023,S0073,auditor,E0002023|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0002025,S0215,auditor,E0002025|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0002032,S0030,auditor,E0002032|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0002033,S0202,auditor,E0002033|4|161521aa60689725|PLAN_B,0
E-health,E0002046,S0119,auditor,E0002046|4|161521aa60689725|PLAN_A,0
E-health,E0002051,S0201,auditor,E0002051|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0002057,S0025,auditor,E0002057|9|1b52383b6d7340e6|PLAN_C,0
E-health,E0002077,S0196,auditor,E0002077|5|9df43385773514bd|PLAN_A,0
E-health,E0002083,S0145,auditor,E0002083|10|547549b1c17e8eca|PLAN_C,0
E-health,E0002085,S0011,auditor,E0002085|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0002093,S0002,auditor,E0002093|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0002100,S0149,auditor,E0002100|10|547549b1c17e8eca|PLAN_C,0
E-health,E0002101,S0147,auditor,E0002101|5|9df43385773514bd|PLAN_C,0
E-health,E0002105,S0200,auditor,E0002105|4|161521aa60689725|PLAN_A,0
E-health,E0002115,S0021,auditor,E0002115|12|ebd40da46d8f3629|PLAN_C,0
E-health,E0002131,S0088,auditor,E0002131|10|547549b1c17e8eca|PLAN_A,0
E-health,E0002134,S0167,auditor,E0002134|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0002146,S0212,auditor,E0002146|1|31b419a7264af899|PLAN_C,0
E-health,E0002147,S0197,auditor,E0002147|5|9df43385773514bd|PLAN_C,0
E-health,E0002150,S0180,auditor,E0002150|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0002152,S0046,auditor,E0002152|9|1b52383b6d7340e6|PLAN_C,0
E-health,E0002165,S0125,auditor,E0002165|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0002166,S0140,auditor,E0002166|5|9df43385773514bd|PLAN_B,0
E-health,E0002168,S0143,auditor,E0002168|11|c5e9635ef32d2cd5|PLAN_C,0
E-health,E0002173,S0033,auditor,E0002173|3|364f0a884a0d5051|PLAN_A,0
E-health,E0002181,S0098,auditor,E0002181|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0002195,S0009,auditor,E0002195|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0002209,S0046,auditor,E0002209|4|161521aa60689725|PLAN_A,0
E-health,E0002220,S0113,auditor,E0002220|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0002227,S0059,auditor,E0002227|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0002239,S0112,auditor,E0002239|4|161521aa60689725|PLAN_A,0
E-health,E0002252,S0108,auditor,E0002252|5|9df43385773514bd|PLAN_B,0
E-health,E0002273,S0200,auditor,E0002273|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0002280,S0148,auditor,E0002280|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0002304,S0105,auditor,E0002304|10|547549b1c17e8eca|PLAN_A,0
E-health,E0002311,S0194,auditor,E0002311|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0002319,S0206,auditor,E0002319|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0002320,S0045,auditor,E0002320|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0002333,S0137,auditor,E0002333|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0002339,S0104,auditor,E0002339|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0002343,S0014,auditor,E0002343|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0002353,S0161,auditor,E0002353|1|31b419a7264af899|PLAN_A,0
E-health,E0002365,S0082,auditor,E0002365|2|7204db50ab1c8bc4|PLAN_C,0
E-health,E0002368,S0196,auditor,E0002368|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0002384,S0113,auditor,E0002384|12|ebd40da46d8f3629|PLAN_B,0
E-health,E0002389,S0044,auditor,E0002389|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0002411,S0081,auditor,E0002411|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0002412,S0151,auditor,E0002412|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0002413,S0120,auditor,E0002413|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0002425,S0139,auditor,E0002425|5|9df43385773514bd|PLAN_A,0
E-health,E0002436,S0095,auditor,E0002436|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0002455,S0063,auditor,E0002455|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0002470,S0081,auditor,E0002470|5|9df43385773514bd|PLAN_A,0
E-health,E0002472,S0125,auditor,E0002472|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0002483,S0107,auditor,E0002483|12|ebd40da46d8f3629|PLAN_C,0
E-health,E0002492,S0075,auditor,E0002492|1|31b419a7264af899|PLAN_B,0
E-health,E0002500,S0109,auditor,E0002500|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0002506,S0194,auditor,E0002506|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0002509,S0010,auditor,E0002509|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0002510,S0026,auditor,E0002510|1|31b419a7264af899|PLAN_A,0
E-health,E0002511,S0038,auditor,E0002511|3|364f0a884a0d5051|PLAN_B,0
E-health,E0002517,S0220,auditor,E0002517|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0002527,S0043,auditor,E0002527|1|31b419a7264af899|PLAN_B,0
E-health,E0002528,S0146,auditor,E0002528|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0002536,S0148,auditor,E0002536|5|9df43385773514bd|PLAN_A,0
E-health,E0002541,S0031,auditor,E0002541|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0002543,S0170,auditor,E0002543|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0002546,S0091,auditor,E0002546|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0002572,S0215,auditor,E0002572|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0002579,S0178,auditor,E0002579|10|547549b1c17e8eca|PLAN_A,0
E-health,E0002585,S0189,auditor,E0002585|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0002592,S0157,auditor,E0002592|8|e40524e3d72c2a8b|PLAN_B,0
E-health,E0002594,S0081,auditor,E0002594|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0002597,S0038,auditor,E0002597|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0002603,S0155,auditor,E0002603|5|9df43385773514bd|PLAN_A,0
E-health,E0002618,S0007,auditor,E0002618|4|161521aa60689725|PLAN_A,0
E-health,E0002645,S0116,auditor,E0002645|5|9df43385773514bd|PLAN_C,0
E-health,E0002663,S0061,auditor,E0002663|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0002694,S0125,auditor,E0002694|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0002701,S0029,auditor,E0002701|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0002702,S0216,auditor,E0002702|4|161521aa60689725|PLAN_A,0
E-health,E0002707,S0083,auditor,E0002707|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0002711,S0119,auditor,E0002711|1|31b419a7264af899|PLAN_B,0
E-health,E0002729,S0180,auditor,E0002729|5|9df43385773514bd|PLAN_C,0
E-health,E0002739,S0206,auditor,E0002739|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0002755,S0174,auditor,E0002755|5|9df43385773514bd|PLAN_A,0
E-health,E0002758,S0041,auditor,E0002758|2|7204db50ab1c8bc4|PLAN_C,0
E-health,E0002762,S0150,auditor,E0002762|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0002778,S0149,auditor,E0002778|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0002779,S0040,auditor,E0002779|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0002793,S0054,auditor,E0002793|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0002806,S0066,auditor,E0002806|5|9df43385773514bd|PLAN_A,0
E-health,E0002824,S0097,auditor,E0002824|5|9df43385773514bd|PLAN_A,0
E-health,E0002836,S0149,auditor,E0002836|6|4d3d07adfab137ae|PLAN_C,0
E-health,E0002856,S0031,auditor,E0002856|12|ebd40da46d8f3629|PLAN_B,0
E-health,E0002863,S0169,auditor,E0002863|3|364f0a884a0d5051|PLAN_A,0
E-health,E0002928,S0068,auditor,E0002928|4|161521aa60689725|PLAN_B,0
E-health,E0002939,S0165,auditor,E0002939|12|ebd40da46d8f3629|PLAN_C,0
E-health,E0002950,S0142,auditor,E0002950|3|364f0a884a0d5051|PLAN_A,0
E-health,E0002954,S0010,auditor,E0002954|5|9df43385773514bd|PLAN_B,0
E-health,E0002969,S0108,auditor,E0002969|4|161521aa60689725|PLAN_C,0
E-health,E0002987,S0154,auditor,E0002987|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0002998,S0132,auditor,E0002998|4|161521aa60689725|PLAN_B,0
E-health,E0003008,S0075,auditor,E0003008|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0003035,S0071,auditor,E0003035|1|31b419a7264af899|PLAN_C,0
E-health,E0003039,S0164,auditor,E0003039|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0003079,S0195,auditor,E0003079|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0003101,S0030,auditor,E0003101|8|e40524e3d72c2a8b|PLAN_C,0
E-health,E0003109,S0114,auditor,E0003109|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0003129,S0104,auditor,E0003129|9|1b52383b6d7340e6|PLAN_C,0
E-health,E0003156,S0035,auditor,E0003156|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0003157,S0042,auditor,E0003157|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0003187,S0172,auditor,E0003187|11|c5e9635ef32d2cd5|PLAN_A,0
